driverId,constructorId,grid,year,points,winner
5,1,1,2008,4.0,0
8,6,3,2008,5.0,0
2,2,5,2008,8.0,0
1,1,4,2008,10.0,1
10,7,11,2008,0.0,0
6,3,16,2008,0.0,0
14,9,10,2008,0.0,0
7,5,15,2008,0.0,0
4,4,5,2008,0.0,0
3,3,13,2008,0.0,0
9,2,7,2008,2.0,0
8,6,6,2008,3.0,0
5,1,3,2008,4.0,0
2,2,12,2008,5.0,0
13,6,2,2008,6.0,0
12,4,17,2008,8.0,0
1,1,1,2008,10.0,1
7,5,19,2008,0.0,0
13,6,3,2008,0.0,0
3,3,14,2008,0.0,0
6,3,16,2008,0.0,0
14,9,13,2008,0.0,0
2,2,15,2008,0.0,0
9,2,4,2008,1.0,0
12,4,10,2008,3.0,0
1,1,1,2008,4.0,0
4,4,7,2008,5.0,0
8,6,6,2008,6.0,0
10,7,5,2008,8.0,0
5,1,2,2008,10.0,1
4,4,12,2008,0.0,0
8,6,4,2008,0.0,0
14,9,17,2008,0.0,0
6,3,11,2008,0.0,0
12,4,15,2008,0.0,0
7,5,10,2008,0.0,0
2,2,8,2008,0.0,0
3,3,9,2008,1.0,0
10,7,13,2008,2.0,0
5,1,5,2008,5.0,0
9,2,3,2008,6.0,0
1,1,2,2008,8.0,0
13,6,1,2008,10.0,1
12,4,12,2008,0.0,0
8,6,4,2008,0.0,0
6,3,19,2008,0.0,0
3,3,15,2008,0.0,0
14,9,14,2008,0.0,0
5,1,3,2008,0.0,0
10,7,13,2008,0.0,0
7,5,9,2008,2.0,0
9,2,8,2008,3.0,0
4,4,6,2008,5.0,0
1,1,1,2008,6.0,0
2,2,5,2008,8.0,0
13,6,2,2008,10.0,1
7,5,4,2008,0.0,0
14,9,13,2008,0.0,0
3,3,5,2008,0.0,0
6,3,18,2008,0.0,0
10,7,9,2008,0.0,0
12,4,17,2008,0.0,0
8,6,14,2008,0.0,0
1,1,15,2008,2.0,0
13,6,6,2008,3.0,0
2,2,10,2008,4.0,0
4,4,8,2008,5.0,0
9,2,11,2008,6.0,0
5,1,2,2008,8.0,0
12,4,16,2008,0.0,0
8,6,3,2008,0.0,0
13,6,1,2008,0.0,0
7,5,17,2008,0.0,0
9,2,4,2008,0.0,0
5,1,5,2008,0.0,0
6,3,10,2008,1.0,0
14,9,14,2008,2.0,0
2,2,9,2008,3.0,0
10,7,7,2008,5.0,0
1,1,2,2008,6.0,0
3,3,8,2008,8.0,0
4,4,15,2008,10.0,1
14,9,11,2008,0.0,0
10,7,8,2008,0.0,0
5,1,3,2008,0.0,0
6,3,14,2008,0.0,0
1,1,1,2008,0.0,0
3,3,15,2008,0.0,0
7,5,10,2008,0.0,0
2,2,16,2008,0.0,0
